testfile,Naive_CPDP_NB,Zscore_CPDP_NB,Zscore_SMOTE_CPDP_NB,Zscore_SMOTE_iFF_CPDP_NB,Zscore_WiFF_CPDP_NB,Zscore_WiFFplusL_CPDP_NB
log4j-1.1.csv,0.013888889,0.013888889,0.013888889,0.152777778,0.333333333,0.25
log4j-1.1.csv,0.013888889,0.013888889,0.013888889,0.208333333,0.277777778,0.208333333
log4j-1.1.csv,0.013888889,0.013888889,0.013888889,0.152777778,0.361111111,0.222222222
log4j-1.1.csv,0.013888889,0.013888889,0.013888889,0.166666667,0.333333333,0.25
log4j-1.1.csv,0.013888889,0.013888889,0.013888889,0.25,0.361111111,0.277777778
log4j-1.1.csv,0.013888889,0.013888889,0.013888889,0.208333333,0.333333333,0.263888889
log4j-1.1.csv,0.013888889,0.013888889,0.013888889,0.222222222,0.361111111,0.263888889
log4j-1.1.csv,0.013888889,0.013888889,0.013888889,0.166666667,0.333333333,0.166666667
log4j-1.1.csv,0.013888889,0.013888889,0.013888889,0.25,0.319444444,0.25
log4j-1.1.csv,0.013888889,0.013888889,0.013888889,0.236111111,0.361111111,0.222222222
log4j-1.1.csv,0.013888889,0.013888889,0.013888889,0.291666667,0.263888889,0.222222222
log4j-1.1.csv,0.013888889,0.013888889,0.013888889,0.194444444,0.347222222,0.222222222
log4j-1.1.csv,0.013888889,0.013888889,0.013888889,0.222222222,0.333333333,0.263888889
lucene-2.0.csv,0.009615385,0.009615385,0.028846154,0.278846154,0.288461538,0.442307692
lucene-2.0.csv,0.009615385,0.009615385,0.009615385,0.269230769,0.278846154,0.355769231
lucene-2.0.csv,0.009615385,0.009615385,0.009615385,0.336538462,0.432692308,0.384615385
lucene-2.0.csv,0.009615385,0.009615385,0.009615385,0.326923077,0.298076923,0.432692308
lucene-2.0.csv,0.009615385,0.009615385,0.028846154,0.259615385,0.240384615,0.423076923
lucene-2.0.csv,0.009615385,0.009615385,0.009615385,0.326923077,0.326923077,0.384615385
lucene-2.0.csv,0.009615385,0.009615385,0.009615385,0.259615385,0.25,0.432692308
lucene-2.0.csv,0.028846154,0.028846154,0.028846154,0.269230769,0.317307692,0.403846154
lucene-2.0.csv,0.009615385,0.009615385,0.009615385,0.288461538,0.298076923,0.451923077
lucene-2.0.csv,0.019230769,0.019230769,0.009615385,0.269230769,0.326923077,0.442307692
lucene-2.0.csv,0.009615385,0.009615385,0.009615385,0.298076923,0.432692308,0.451923077
lucene-2.0.csv,0.009615385,0.009615385,0.028846154,0.230769231,0.326923077,0.336538462
lucene-2.0.csv,0.009615385,0.009615385,0.009615385,0.365384615,0.25,0.384615385
lucene-2.0.csv,0.009615385,0.009615385,0.019230769,0.259615385,0.384615385,0.375
lucene-2.0.csv,0.009615385,0.009615385,0.019230769,0.230769231,0.288461538,0.384615385
lucene-2.0.csv,0.009615385,0.009615385,0.009615385,0.269230769,0.278846154,0.365384615
lucene-2.0.csv,0.009615385,0.009615385,0.028846154,0.278846154,0.288461538,0.432692308
lucene-2.0.csv,0.009615385,0.009615385,0.028846154,0.259615385,0.346153846,0.394230769
lucene-2.0.csv,0.009615385,0.009615385,0.028846154,0.346153846,0.375,0.432692308
lucene-2.0.csv,0.009615385,0.009615385,0.028846154,0.278846154,0.336538462,0.403846154
lucene-2.0.csv,0.009615385,0.009615385,0.019230769,0.259615385,0.307692308,0.365384615
lucene-2.0.csv,0.009615385,0.009615385,0.009615385,0.259615385,0.298076923,0.317307692
lucene-2.0.csv,0.009615385,0.009615385,0.009615385,0.259615385,0.298076923,0.413461538
lucene-2.0.csv,0.009615385,0.009615385,0.009615385,0.25,0.288461538,0.423076923
lucene-2.0.csv,0.009615385,0.009615385,0,0.201923077,0.384615385,0.384615385
lucene-2.0.csv,0.009615385,0.009615385,0.028846154,0.259615385,0.278846154,0.413461538
lucene-2.0.csv,0.009615385,0.009615385,0.009615385,0.25,0.298076923,0.278846154
lucene-2.0.csv,0.009615385,0.009615385,0.009615385,0.269230769,0.355769231,0.346153846
lucene-2.0.csv,0.009615385,0.009615385,0.028846154,0.201923077,0.336538462,0.375
lucene-2.0.csv,0.009615385,0.009615385,0.019230769,0.259615385,0.307692308,0.413461538
poi-2.0.csv,0.090252708,0.090252708,0.108303249,0.570397112,0.541516245,0.613718412
poi-2.0.csv,0.086642599,0.086642599,0.101083032,0.451263538,0.55234657,0.613718412
poi-2.0.csv,0.086642599,0.086642599,0.111913357,0.624548736,0.624548736,0.635379061
poi-2.0.csv,0.090252708,0.090252708,0.119133574,0.516245487,0.555956679,0.613718412
poi-2.0.csv,0.086642599,0.086642599,0.108303249,0.559566787,0.55234657,0.602888087
poi-2.0.csv,0.086642599,0.086642599,0.108303249,0.57400722,0.299638989,0.667870036
poi-2.0.csv,0.086642599,0.086642599,0.097472924,0.61732852,0.523465704,0.599277978
poi-2.0.csv,0.090252708,0.090252708,0.101083032,0.59566787,0.55234657,0.646209386
poi-2.0.csv,0.090252708,0.090252708,0.108303249,0.386281588,0.588447653,0.606498195
poi-2.0.csv,0.093862816,0.093862816,0.111913357,0.602888087,0.270758123,0.653429603
poi-2.0.csv,0.090252708,0.090252708,0.115523466,0.487364621,0.61732852,0.63898917
poi-2.0.csv,0.090252708,0.090252708,0.129963899,0.599277978,0.559566787,0.63898917
poi-2.0.csv,0.090252708,0.090252708,0.111913357,0.613718412,0.566787004,0.649819495
poi-2.0.csv,0.086642599,0.086642599,0.108303249,0.620938628,0.570397112,0.635379061
poi-2.0.csv,0.090252708,0.090252708,0.108303249,0.588447653,0.306859206,0.61732852
poi-2.0.csv,0.086642599,0.086642599,0.111913357,0.537906137,0.541516245,0.631768953
poi-2.0.csv,0.090252708,0.090252708,0.119133574,0.610108303,0.624548736,0.628158845
poi-2.0.csv,0.086642599,0.086642599,0.108303249,0.581227437,0.516245487,0.628158845
poi-2.0.csv,0.090252708,0.090252708,0.101083032,0.59566787,0.592057762,0.635379061
poi-2.0.csv,0.083032491,0.083032491,0.122743682,0.584837545,0.25631769,0.599277978
poi-2.0.csv,0.090252708,0.090252708,0.101083032,0.563176895,0.55234657,0.642599278
poi-2.0.csv,0.086642599,0.086642599,0.104693141,0.602888087,0.563176895,0.660649819
poi-2.0.csv,0.086642599,0.086642599,0.108303249,0.57400722,0.223826715,0.620938628
poi-2.0.csv,0.086642599,0.090252708,0.119133574,0.620938628,0.379061372,0.620938628
poi-2.0.csv,0.086642599,0.086642599,0.119133574,0.59566787,0.537906137,0.624548736
poi-2.0.csv,0.086642599,0.086642599,0.104693141,0.602888087,0.559566787,0.628158845
poi-2.0.csv,0.086642599,0.086642599,0.101083032,0.602888087,0.44765343,0.642599278
poi-2.0.csv,0.086642599,0.086642599,0.108303249,0.577617329,0.581227437,0.631768953
poi-2.0.csv,0.086642599,0.086642599,0.108303249,0.602888087,0.606498195,0.624548736
poi-2.0.csv,0.086642599,0.086642599,0.111913357,0.209386282,0.559566787,0.624548736
redaktor-1.csv,0.046979866,0.046979866,0.087248322,0.563758389,0.510067114,0.697986577
redaktor-1.csv,0.040268456,0.040268456,0.060402685,0.536912752,0.570469799,0.805369128
redaktor-1.csv,0.053691275,0.053691275,0.073825503,0.483221477,0.604026846,0.697986577
redaktor-1.csv,0.046979866,0.046979866,0.073825503,0.55704698,0.637583893,0.718120805
redaktor-1.csv,0.040268456,0.040268456,0.067114094,0.563758389,0.624161074,0.738255034
redaktor-1.csv,0.040268456,0.040268456,0.067114094,0.563758389,0.530201342,0.758389262
redaktor-1.csv,0.040268456,0.040268456,0.060402685,0.617449664,0.597315436,0.691275168
redaktor-1.csv,0.060402685,0.060402685,0.060402685,0.489932886,0.590604027,0.765100671
redaktor-1.csv,0.040268456,0.040268456,0.060402685,0.604026846,0.590604027,0.684563758
redaktor-1.csv,0.040268456,0.040268456,0.060402685,0.536912752,0.66442953,0.718120805
redaktor-1.csv,0.040268456,0.040268456,0.053691275,0.55704698,0.536912752,0.77852349
redaktor-1.csv,0.040268456,0.040268456,0.060402685,0.597315436,0.55033557,0.731543624
redaktor-1.csv,0.040268456,0.040268456,0.067114094,0.543624161,0.55704698,0.67114094
redaktor-1.csv,0.046979866,0.046979866,0.080536913,0.644295302,0.610738255,0.731543624
redaktor-1.csv,0.046979866,0.046979866,0.053691275,0.523489933,0.563758389,0.758389262
redaktor-1.csv,0.040268456,0.040268456,0.060402685,0.590604027,0.543624161,0.711409396
redaktor-1.csv,0.040268456,0.040268456,0.053691275,0.617449664,0.530201342,0.718120805
redaktor-1.csv,0.046979866,0.046979866,0.067114094,0.510067114,0.523489933,0.711409396
redaktor-1.csv,0.040268456,0.040268456,0.053691275,0.536912752,0.66442953,0.711409396
redaktor-1.csv,0.040268456,0.040268456,0.080536913,0.577181208,0.536912752,0.785234899
redaktor-1.csv,0.040268456,0.040268456,0.060402685,0.510067114,0.570469799,0.644295302
redaktor-1.csv,0.046979866,0.046979866,0.073825503,0.536912752,0.590604027,0.704697987
redaktor-1.csv,0.040268456,0.040268456,0.046979866,0.570469799,0.55704698,0.738255034
redaktor-1.csv,0.040268456,0.040268456,0.060402685,0.583892617,0.630872483,0.711409396
redaktor-1.csv,0.040268456,0.040268456,0.053691275,0.516778523,0.536912752,0.765100671
redaktor-1.csv,0.046979866,0.046979866,0.067114094,0.536912752,0.543624161,0.704697987
redaktor-1.csv,0.053691275,0.053691275,0.073825503,0.55033557,0.604026846,0.684563758
redaktor-1.csv,0.053691275,0.053691275,0.073825503,0.563758389,0.597315436,0.651006711
redaktor-1.csv,0.040268456,0.040268456,0.067114094,0.583892617,0.570469799,0.791946309
redaktor-1.csv,0.040268456,0.040268456,0.046979866,0.55704698,0.536912752,0.77852349
synapse-1.2.csv,0.070588235,0.070588235,0.088235294,0.464705882,0.511764706,0.470588235
synapse-1.2.csv,0.070588235,0.070588235,0.076470588,0.235294118,0.276470588,0.494117647
synapse-1.2.csv,0.064705882,0.064705882,0.070588235,0.241176471,0.511764706,0.5
synapse-1.2.csv,0.070588235,0.070588235,0.070588235,0.294117647,0.329411765,0.494117647
synapse-1.2.csv,0.064705882,0.064705882,0.076470588,0.488235294,0.511764706,0.511764706
synapse-1.2.csv,0.064705882,0.064705882,0.082352941,0.488235294,0.364705882,0.447058824
synapse-1.2.csv,0.064705882,0.064705882,0.082352941,0.494117647,0.511764706,0.470588235
synapse-1.2.csv,0.064705882,0.064705882,0.076470588,0.247058824,0.511764706,0.494117647
synapse-1.2.csv,0.076470588,0.076470588,0.1,0.511764706,0.564705882,0.482352941
synapse-1.2.csv,0.064705882,0.064705882,0.082352941,0.258823529,0.511764706,0.505882353
synapse-1.2.csv,0.064705882,0.064705882,0.076470588,0.488235294,0.523529412,0.482352941
synapse-1.2.csv,0.070588235,0.076470588,0.1,0.494117647,0.482352941,0.511764706
synapse-1.2.csv,0.070588235,0.070588235,0.082352941,0.323529412,0.535294118,0.5
synapse-1.2.csv,0.070588235,0.070588235,0.058823529,0.317647059,0.505882353,0.511764706
synapse-1.2.csv,0.070588235,0.070588235,0.082352941,0.494117647,0.5,0.464705882
synapse-1.2.csv,0.064705882,0.064705882,0.076470588,0.470588235,0.529411765,0.452941176
synapse-1.2.csv,0.064705882,0.064705882,0.082352941,0.470588235,0.517647059,0.476470588
synapse-1.2.csv,0.064705882,0.064705882,0.076470588,0.205882353,0.629411765,0.488235294
synapse-1.2.csv,0.070588235,0.070588235,0.088235294,0.494117647,0.488235294,0.523529412
synapse-1.2.csv,0.064705882,0.064705882,0.082352941,0.5,0.505882353,0.470588235
synapse-1.2.csv,0.064705882,0.064705882,0.082352941,0.482352941,0.517647059,0.494117647
synapse-1.2.csv,0.064705882,0.064705882,0.082352941,0.482352941,0.629411765,0.482352941
synapse-1.2.csv,0.070588235,0.070588235,0.082352941,0.517647059,0.541176471,0.529411765
synapse-1.2.csv,0.064705882,0.064705882,0.1,0.488235294,0.558823529,0.476470588
